id,source_url,title,overview,outcome,status,platform,asset_urls,asset_text_extracts,created_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,https://tennesseestar.com/2020/09/21/mayor-john-cooper-claims-nashville-bar-and-restaurant-owners-have-been-playing-with-matches-in-a-barn-complaining-about-taking-their-matches-away/?fbclid=IwAR0YDsD-EOftvZS-rB0MD_33KvINt747pGTZcRpNATZUBz876m78Jb_3WYQ,American post questions Nashville Mayor's closure of bars,The post submitted for review asks whether or not Nashville Mayor John Cooper deliberately over-stated COVID-19 case count to motivate closure of bars.,The Mayor has not over-stated the COVID-19 case count iro Nashville bars. The claim has been fact-checked here: https://www.tennessean.com/story/news/2020/09/18/fact-check-nashville-mayor-cooper-coronavirus-stats/3491786001/. The post in question appears to be on a media site that seems to be deliberately skewing news and information about COVID,Resolved,Other Website,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/s2whlz5w__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/s2whlz5w__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/s2whlz5w__0.png,The Tennessee Star 5h 6 Mayor John Cooper today saying it's fake news that Nashville is hiding information about its COVID clusters in bars. Did Nashville's mayor deliberately overstate the number of coveted cases tied to Nashville bars when he shut them down July 2nd? https://sWs.sh/ZIHvU NASHVILLE NOW ON MAYOR DENIES HIDING DETAILS ON COVID CASES IN BARS COOPER CALLS ALLEGATIONS FAKE NEWS i TENNESSEESTAR.COM Mayor John Cooper Claims Nashville Bar and Restaurant Owners 'Have Been Playing with Matches in a Barn 4 41 16 Comments 6 Shares Like Comment Share |,The Tennessee Star 5h 6 Mayor John Cooper today saying it's fake news that Nashville is hiding information about its COVID clusters in bars. Did Nashville's mayor deliberately overstate the number of coveted cases tied to Nashville bars when he shut them down July 2nd? https://sWs.sh/ZIHvU NASHVILLE NOW ON MAYOR DENIES HIDING DETAILS ON COVID CASES IN BARS COOPER CALLS ALLEGATIONS FAKE NEWS i TENNESSEESTAR.COM Mayor John Cooper Claims Nashville Bar,2020-09-21 10:09:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,https://twitter.com/advovolicious/status/1415471364245442567?s=20,Tweet including video clip of racial violence under the guise of current events,The content is grossly misleading in presenting old footage of an unrelated event.,The content has been removed by Twitter.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/TAQHG3T8__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/TAQHG3T8__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/TAQHG3T8__0.jpeg,advovo put it to you...? @advovolicious Indians and white people are killing black people in South Africa I hope you see this @CyrilRamaphosa #KZNViolence #PhoenixMassacre 00:03 102.8K views |,advovo put it to you...? @advovolicious Indians and white people are killing black people in South Africa I hope you see this @CyrilRamaphosa #KZNViolence #PhoenixMassacre 00:03 102.8K views |,advovo put it to you...? @advovolicious Indians and white people are killing black people in South Africa I hope you see this @CyrilRamaphosa #KZNViolence #PhoenixMassacre 00:03  102.8K views |,2021-07-15 6:20:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,https://twitter.com/BLO_Sir/status/1415174183852683264,Tweet with video of ostensible looting,It is alleged that false claims are made in videos which are alleged in tweets to show looting in South Africa.,The tweets constitute mis- or disinformation. The tweet claims without any factual basis that the individuals in the video are engaged in looting. In the current context,these falsehoods and the claims made in the Tweet may further racial divisions and promote public violence and looting. The second video appears to have taken place during the #BLM protests in America last year.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/2j4c7fii__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/2j4c7fii__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/2j4c7fii__0.png,BLO SÍR @BLO_Sir . Jul 14 These are white people looting,where are kleva blacks? Do they understand now? #SouthAfricalsBurning 0:23 30.4K views 58 27 207 246 T BLO SÍR @BLO_Sir Replying to @BLO_Sir HOW IS THIS RETURNING STOLEN GOODS? YALL ARE CRAZY 3.2K views 0:08 / 0:11 <)x |,BLO SÍR @BLO_Sir . Jul 14 These are white people looting,where are kleva blacks? Do they understand now? #SouthAfricalsBurning 0:23 30.4K views 58 27 207 246 T BLO SÍR @BLO_Sir Replying to @BLO_Sir HOW IS THIS RETURNING STOLEN GOODS? YALL ARE CRAZY 3.2K views 0:08 / 0:11 <)x |,BLO SÍR @BLO_Sir . Jul 14 These are white people looting,where are kleva blacks? Do they understand now? #SouthAfricalsBurning 0:23 30.4K views 58 27 207 246 T BLO SÍR @BLO_Sir Replying to @BLO_Sir HOW IS THIS RETURNING STOLEN GOODS? YALL ARE CRAZY 3.2K views  0:08 / 0:11 <)x |,2021-07-15 8:15:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,,Ostensible (and likely dubbed) speech by the EThekwini Mayor inciting the killing of Indian and White people and the burning of their houses.,The ostensible and likely dubbed speech makes the false claim that the court has instructed that the target audience must go to Indian and white communities to kill Indian people and white people (and burn their houses) once they have finished looting.,The likely dubbed speech constitutions mis- or disinformation and,under the circumstances,incites the commission of public and racially targeted violence.,Resolved,WhatsApp,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/VVYE5KHG__0.mp4,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/VVYE5KHG__0.mp4,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/VVYE5KHG__0.mp4,NULL,2021-07-15 9:19:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,https://twitter.com/LeratoPillay/status/1415603365275385857?s=19,Tweet about alleged extreme violence in Phoenix,The published video is falsely claimed to depict extremely violent events in Pheonix,but is actually set in Sydenham in Durban. This falsehood has been admitted to by the publisher in a subsequent tweet. The false information could contribute to acts of violence in light of the volatile context in Pheonix.,The tweet constitutes misinformation and could contribute to acts of violence in light of the volatile context in Pheonix.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/JZYBR349__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/JZYBR349__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/JZYBR349__0.jpeg,MTNSA-Take Care Mz. 49% I 14:27 Thread Lerato Pillay @LeratoPillay Indians in Phoenix set black people alight & proceed to shoot them. Fire is seen burning bodies & gun shots ring out. The Indian man can be heard saying they will burn and kill black people. #PhoenixMassacre #CyrilMustResign Naidoo Clicks Boity Durban Tweet your reply O |,MTNSA-Take Care Mz. 49% I 14:27 Thread Lerato Pillay @LeratoPillay Indians in Phoenix set black people alight & proceed to shoot them. Fire is seen burning bodies & gun shots ring out. The Indian man can be heard saying they will burn and kill black people. #PhoenixMassacre #CyrilMustResign Naidoo Clicks Boity Durban Tweet your reply O |,MTNSA-Take Care Mz. 49% I 14:27 Thread Lerato Pillay @LeratoPillay Indians in Phoenix set black people alight & proceed to shoot them. Fire is seen burning bodies & gun shots ring out. The Indian man can be heard saying they will burn and kill black people. #PhoenixMassacre #CyrilMustResign Naidoo Clicks Boity Durban Tweet your reply  O |,2021-07-15 12:29:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,https://twitter.com/MTshwaku/status/1415418068868767744?s=19,Tweet ostensibly made by Mgcini Tshwaku about Murder in Phoenix,The Tweet,when interpreted by a reasonable reader,implies that 15 people in Phoenix have,by virtue of their identity as Africans,been killed by Indian people. This Tweet could reasonably be construed to cause public harm.,The tweet constitutes mis- or disinformation. There is no factual basis for the claim that 15 people in Phoenix were killed by Indians by virtue of their identity as Africans. In the current climate,the claim that Indian people have targeted and killed numerous African people (and the implied meaning that more may be killed) may incite reprisals,further inflame ethnic tensions and promote public violence.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/WDIQWZ9X__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/WDIQWZ9X__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/WDIQWZ9X__0.jpeg,MTNSA-Take Care Mz. 51% I 14:33 Tweet Mgcini Tshwaku @MTshwaku [JUST IN ] Indians have killed 15 Africans SO far in Phoenix alone,some in Chatsworth and Umkomaas. No media coverage what SO ever! 23:08 . 14 Jul 21 from Mdantsane,South Africa . Twitter for iPhone 1,593 Retweets 102 Quote Tweets 2,640 Likes 17 0 go MULAMULELI @dausticky.15h . : Replying to @MTshwaku Zulu people in KZN started something they couldn't handle or Tweet your reply |,MTNSA-Take Care Mz. 51% I 14:33 Tweet Mgcini Tshwaku @MTshwaku [JUST IN ] Indians have killed 15 Africans SO far in Phoenix alone,some in Chatsworth and Umkomaas. No media coverage what SO ever! 23:08 . 14 Jul 21 from Mdantsane,South Africa . Twitter for iPhone 1,593 Retweets 102 Quote Tweets 2,640 Likes 17 0 go MULAMULELI @dausticky.15h . : Replying to @MTshwaku Zulu people in KZN started something they couldn't handle or Tweet your reply |,MTNSA-Take Care Mz. 51% I 14:33 Tweet Mgcini Tshwaku @MTshwaku [JUST IN ] Indians have killed 15 Africans SO far in Phoenix  al,2021-07-15 12:35:40,,,,,,,,,,,,,,,,,,,,,
1538,https://twitter.com/MusaNyathi6/status/1415930782909177856,Allegations of racially and/or ethnically motivated murders in Phoenix,Allegations that Indians killed more than 20 black people in Phoenix have been made without evidence and constitute hate speech.,The statement constitutes mis- or disinformation. There is no evidence provided for the claim that people of Indian race and/or ethnicity killed more than 20 Black people in Phoenix. Government has recently announced that a dedicated team of 10 detectives will investigate the alleged murders. In light of the high racial tensions in the area,misleading statements of this nature may result in further incidents of public violence and harm. The statement does not,however,meet the criteria for hate speech.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/jyzbrs3x__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/jyzbrs3x__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/jyzbrs3x__0.png,MUSASA @MusaNyathi6 5h The fact tht Indians killed more than 20 black people in Phoenix and the media said nothing about it and when this Indian dude who was inciting the killings of blacks dies suddenly @News24 says somn,tlls u all u gtta know bout our media #pheonixmassacre #CR22 #CyrilMustResign news News24 J 24 @News24 Tributes are pouring in for Chatsworth pastor Adrian Naidoo,who was shot and killed during a commmunity patrol on Monday night. I @WitnessKZN 15 48 118 |,MUSASA @MusaNyathi6 5h The fact tht Indians killed more than 20 black people in Phoenix and the media said nothing about it and when this Indian dude who was inciting the killings of blacks dies suddenly @News24 says somn,tlls u all u gtta know bout our media #pheonixmassacre #CR22 #CyrilMustResign news News24 J 24 @News24 Tributes are pouring in for Chatsworth pastor Adrian Naidoo,who was shot and killed during a commmunity patrol on Monday night. I @WitnessKZN 15 48 118 |,MUSASA @MusaNyathi6 5h  The fact tht Indians killed more than,2021-07-16 12:12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,https://twitter.com/LeratoPillay/status/1415977165083000837,Alleged extreme racial and/or ethnic violence in Durban,The Tweet states that people of Indian race and/or ethnicity in Durban set Black people alight. There is no evidence for this claim,and the fire depicted in the video is misleading as it does not appear to be directly burning any person. The sound clip in the video calls for extreme violence - for people to be burnt and shot.,The Tweet constitutes mis- or disinformation. It makes factual claims for which there is no evidence. In the current context,it might reasonably be expected that the natural and probable consequences of this publication would be the commission of public violence and racial/ethnic conflict.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/LL6NSIP5__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/LL6NSIP5__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/LL6NSIP5__0.png,Lerato Pillay @LeratoPillay AmaNdiya in Durban set black people alight & proceed to shoot them. Fire is seen burning bodies & gun shots ring out. The racist murderer can be heard saying they will burn and kill black people #pheonixmassacre KwaMashu #BoycottSibaya #MotherofAllMarches 83.9K views 0:23/0:27 From a INEWS - HEALTH - GENERALO |,Lerato Pillay @LeratoPillay AmaNdiya in Durban set black people alight & proceed to shoot them. Fire is seen burning bodies & gun shots ring out. The racist murderer can be heard saying they will burn and kill black people #pheonixmassacre KwaMashu #BoycottSibaya #MotherofAllMarches 83.9K views 0:23/0:27 From a INEWS - HEALTH - GENERALO |,Lerato Pillay @LeratoPillay AmaNdiya in Durban set black people alight & proceed to shoot them. Fire is seen burning bodies & gun shots ring out. The racist murderer can be heard saying they will burn and kill black people #pheonixmassacre KwaMashu #BoycottSibaya #MotherofAllMarches 83.9K views 0:23/0:27 From a  INEWS - HEALTH - GENERALO |,2021-07-16 13:29:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,https://twitter.com/advobarryroux/status/1415938325655982080?s=21,Tweet about Alleged Cure for All Diseases,The image attached to the Tweet depicts a HIV test with the explanation From positive to negative. The Tweet links to a website which sells a product that is alleged to cure all diseases,including HIV and Coronavirus in one day.,The Tweet constitutes mis- or disinformation.  The information conveyed by the tweet is false,inaccurate or misleading and may encourage readers to become victims of fraud.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/4rbz1lax__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/4rbz1lax__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/4rbz1lax__0.jpeg,MTN-SA 3G VPN 08:14 72% < Man's NOT Barry Roux is 42,8K Tweets Tweets Tweets & replies Media Likes chat Man's NOT Barry Roux @AdvoBar . 22h ... if put it to you...? From Positive to Negative! Test-imonies at a Rafael4Life.co.za Money back guarantee! Same day delivery,Pay on delivery available @Rafael4Life SA |,MTN-SA 3G VPN 08:14 72% < Man's NOT Barry Roux is 42,8K Tweets Tweets Tweets & replies Media Likes chat Man's NOT Barry Roux @AdvoBar . 22h ... if put it to you...? From Positive to Negative! Test-imonies at a Rafael4Life.co.za Money back guarantee! Same day delivery,Pay on delivery available @Rafael4Life SA |,MTN-SA 3G VPN 08:14 72% < Man's NOT Barry Roux is 42,8K Tweets Tweets Tweets & replies Media Likes chat Man's NOT Barry Roux @AdvoBar . 22h ... if put it to you...? From Positive to Negative! Test-imonies at a Rafael4Life.co.za Money back guarantee! Same day delivery,Pay on delivery available  @Rafael4Life SA |,2021-07-17 6:21:12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,https://twitter.com/BlackChainBrand/status/1416452825857634314,Tweet Falsely Linking Video Depicting Extreme Violence to current situation in Phoenix and KwaZulu-Natal,The current situation in Phoenix and KwaZulu-Natal,described as a massacre by the Tweet,are linked to a video which depicts extreme acts of violence and murder from somewhere else.,The Tweet constitutes mis- or disinformation. The video content does not appear to depict conduct in Phoenix and KwaZulu-Natal. In the current context,the false information may incite reprisals,public violence and further inflame racial and/or ethnic tension.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/8SADBUP0__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/8SADBUP0__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/8SADBUP0__0.png,Muzi Mthembu KaMabika @BlackChainBrand #pheonixmassacre #KZNViolence #SouthAfricalsBurning 80 views 0:22/0:27 7:40 PM . Jul 17,2021 . Twitter for Android 1 Quote Tweet 1 Like |,Muzi Mthembu KaMabika @BlackChainBrand #pheonixmassacre #KZNViolence #SouthAfricalsBurning 80 views 0:22/0:27 7:40 PM . Jul 17,2021 . Twitter for Android 1 Quote Tweet 1 Like |,Muzi Mthembu KaMabika @BlackChainBrand #pheonixmassacre #KZNViolence #SouthAfricalsBurning 80 views 0:22/0:27 7:40 PM . Jul 17,2021 . Twitter for Android 1 Quote Tweet  1 Like |,2021-07-17 18:43:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,https://twitter.com/hostilenativ/status/1416655000927883265?s=21,Twitter: ANC MP Joyce Maluleke,Complaint is that this tweet contains false and misleading information regarding the death of ANC MP Joyce Maluleke in relation to the Covid-19 vaccine. Complaint is that this tweet constitutes mis- or disinformation.,This tweet contains false and misleading information regarding the Covid-19 vaccine. There is no evidence that Joyce Maluleke died from vaccine complications rather than Covid. The ANC should possibly clarify the cause of death. Additionally,this could potentially cause public harm in the form of vaccine hesitancy. This should be marked as fake,an infographic should be issued as well as a takedown request sent to Twitter.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/xwsffmru__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/xwsffmru__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/xwsffmru__0.png,< Tweet Bovine Retweeted Superblack @hostilenativ I was reliably informed by a source close to the family that she and her husband passed away same day after taking the second dose of the Vaccine and that their  death are Covid vaccine related. May their soul rest in peace. Eyewitness News @ewnupdates. 22h ANC MP Joyce Maluleke succumbs to COVID-related illness dlvr.it/S3vzCV |,< Tweet Bovine Retweeted Superblack @hostilenativ I was reliably informed by a source close to the family that she and her husband passed away same day after taking the second dose of the Vaccine and that their  death are Covid vaccine related. May their soul rest in peace. Eyewitness News @ewnupdates. 22h ANC MP Joyce Maluleke succumbs to COVID-related illness dlvr.it/S3vzCV |,< Tweet Bovine Retweeted Superblack @hostilenativ I was reliably informed by a source close to the family that she and her husband passed away same day after taking the second dose of the Vaccine and that their  death are Covid vaccine related. May  their so,2021-07-18 12:03:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,https://twitter.com/FansSouthern/status/1417078742355222529,Tweet commenting on ostensible (and likely manipulated) speech by the EThekwini Mayor inciting the killing of Indian and White people and the burning of their houses.,The tweet makes racially charged comments about the ostensible and likely manipulated video in which the speaker makes the false claim that the court has instructed that the target audience must go to Indian and white communities to kill Indian people and white people (and burn their houses) once they have finished looting. The tweet republishes this misleading and/or false video. The Tweet claims that the speaker is a Black Supremacist making the claims in the video.,The Tweet constitutes mis- or disinformation by re-publishing and asserting the correctness of the the likely manipulated speech. Under the circumstances,the Tweet may incite the commission of public and racially targeted violence.,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/YLAN8L64__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/YLAN8L64__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/YLAN8L64__0.png,Lauren_Southern Fans SA @FansSouthern Black Supremacist are open calling on his supporters to go to White & Indian communities in #SouthAfrica to kill them & burn down their houses after they're done with the looting,still #MSM remains Silent. #StopWhiteGenocide #StopIndianGenocide #SouthAfricalsBurning #BLM.... ? 0:09 65 views 1:07 PM . Jul 19,2021 . Twitter for Android |,Lauren_Southern Fans SA @FansSouthern Black Supremacist are open calling on his supporters to go to White & Indian communities in #SouthAfrica to kill them & burn down their houses after they're done with the looting,still #MSM remains Silent. #StopWhiteGenocide #StopIndianGenocide #SouthAfricalsBurning #BLM.... ? 0:09 65 views 1:07 PM . Jul 19,2021 . Twitter for Android |,Lauren_Southern Fans SA @FansSouthern Black Supremacist are open calling on his supporters to go to White & Indian communities in #SouthAfrica to kill them & burn down their houses after they're done with the looting,still #MSM remains Silent.  #StopWhiteGenocide #S,2021-07-19 12:19:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,,Claim that COVID-19 vaccination will kill all vaccinated people within 2 years,The publication falsely claims that all persons who receive COVID-19 vaccines will die within 2 years and that Luc Montagnier is the world's top virologist. The information could reasonably promote vaccine hesitancy.,The publication constitutes mis- or disinformation. The publication makes the false claim that the COVID-19 vaccine is not safe despite overwhelming evidence to the contrary.,Resolved,WhatsApp,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/DRYZWY9W__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/DRYZWY9W__0.png,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/DRYZWY9W__0.png,COVID vaccination an 'unacceptable mistake'. www.lifesitenews.com All Vaccinated people will die within 2 years Nobel Prize Winner Luc Montagnier has confirmed that there is no chance of survival for people who have received any form of the vaccine. In the shocking interview,the  world's top virologist stated blankly: there is no hope,and no possible treatment for those who have been vaccinated already. We  must be prepared to incinerate the bodies. The scientific genius backed claims of other pre eminent virologists after studying the  constituents of the vaccine. They will all die from antibody dependent enhancement.  Nothing more can be said. It's an enormous mistake,isn't it? A scientific error as well as a medical error.  It is an unacceptable mistake,Montagnier said in an interview translated and published  by the RAIR Foundation USA yesterday. The history books will show that,because it is  the vaccination that is creating the variants. Type a message |,COVID vaccination an  'unacceptable mistake,2021-07-20 15:35:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,https://twitter.com/abednego82/status/1417727492740325376?s=19,Twitter: Covid-19 medical trials,Complaint is that this tweet contains false and misleading information,regarding the Covid-19 vaccine trials,which could possibly constitute mis- or disinformation.,This tweet does not fulfil all the criteria necessary for it to constitute mis- or disinformation. Instead this is an expression of opinion,rather than an attempt to mislead or present false information. This is a general diatribe against pharmaceutical companies. An infographic should be issued.,Resolved,Twitter,NULL,NULL,2021-07-21 6:55:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,,Alleged mis- or disinformation about President Ramaphosa and Q anon related military threat,The expression falsely claims that a German Military Group is Present in SA and that President Ramaphosa has been charged with crimes against humanity,theft,criminal acts and acts of war.,The expression constitutes mis- or disinformation. In the current context,the false information could promote public fear,mistrust and unrest.,Resolved,WhatsApp,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/yt95zfda__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/yt95zfda__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/yt95zfda__0.jpeg,Larry Swart New World Alliances World Peace Command Fanie Fondse & Co - A message of hope for South Africa from Larry Swart German Military Group is Present in SA Ramaphosa has been charged with: #NAME? #NAME? #NAME? #NAME? Ramaphosa is the True face of State Capture Zuma and Guptas are a drop in the Bucket of what Ramaphosa has Looted and Stolen from South Africa There Will BE A STRONG INTERNATIONAL MILITARY PRESENCE IN SA SOON!!! In order to SUPPORT the INTERIM Government that has been Setup Fanie has setup Cases against the Presidency Hang in there for 2 more weeks - 25th July.. New South Africa 05:52 |,Larry Swart New World Alliances World Peace Command Fanie Fondse & Co - A message of hope for South Africa from Larry Swart German Military Group is Present in SA Ramaphosa has been charged with: #NAME? #NAME? #NAME? #NAME? Ramaphosa is the True face of State Capture Zuma and Guptas are a drop in the Bucket of  what Ramaphosa has Looted and Sto,2021-07-21 12:35:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,,Whatsapp: Department of Home Affairs election registration,Complaint is that this message has been sent around before and contains false and misleading information that could possibly constitute mis- or disinformation.,This exact message was reviewed in India in 2019 - https://timesofindia.indiatimes.com/times-fact-check/news/fake-alert-people-posing-as-officials-from-ministry-of-home-affairs-looting-homes/articleshow/68592280.cms. In terms of registering for the upcoming elections,it's possibly worthwhile to remind people that they can now register electronically: https://registertovote.elections.org.za/Welcome,or as per the normal method described here: https://www.elections.org.za/pw/Voter/How-Do-I-Register. This does not fulfil all the criteria necessary for it to constitute mis- or disinformation. An infographic should be issued.,Resolved,WhatsApp,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/3DBOIGPI__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/3DBOIGPI__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/3DBOIGPI__1.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/3DBOIGPI__1.jpeg,Security Alert: Be warned,there is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming elections. They are robbing homes. Take note there is |,Security Alert: Be warned,there is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming elections. They are robbing homes. Take note there is |,Take note there is no initiative like that from the government. Sen d this on your neighborhood group chat. They are everywhere and they look presentable. 11:13 JJ |,Take note there is no initiative like that from the government. Sen d this on your neighborhood group chat. They are everywhere and they look presentable. 11:13  JJ |,2021-07-22 9:35:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,https://twitter.com/frankbennetts/status/1418844250897321987?s=12,Twitter: Covid-19 vaccine The vax contains mRNA and changes DNA,Complaint is that this tweet contains false and misleading information regarding the Covid-19 vaccine,which could possibly contribute to vaccine hesitancy.,This tweet contains false and misleading information regarding the Covid-19 vaccine,which constitutes mis- or disinformation. This information could potentially cause public harm in the form of vaccine hesitancy. This should be marked as fake,an infographic should be issued as well as a takedown request sent to Twitter.    With regards to the claim that the mRNA vaccine changes your DNA,this has been debunked: https://www.forbes.com/sites/victoriaforster/2021/01/11/covid-19-vaccines-cant-alter-your-dna-heres-why/?sh=1a0c5cec2491 With regards to the claim that the inventor of the PCR test saying it doesn't work,this has also been debunked: https://www.reuters.com/article/uk-factcheck-pcr-idUSKBN24420X,Resolved,Twitter,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/SJZH3226__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/SJZH3226__0.jpeg,https://s3-eu-west-1.amazonaws.com/complaints-review-assets-2.0/SJZH3226__0.jpeg,Frank Bennetts @FrankBennetts- . 29m Unfortunately I don't know that. I choose to question all versions and read and ask about all opinions. For me personally,I feel 1. The virus has not even been isolated (show me one under a microscope that was not grown in a petri dish) 2. The vax contains no virus 3 1 17 Frank Bennetts @FrankBennetts Replying to @FrankBennetts @RobHarries1 and 5 others 3. The vax contains mRNA and changes DNA 4. Mostly comorbid people die. They are less than 0.01% 5. More people are getting it after vax. That tells me the Vax is ineffective,possibly dangerous. 6. The inventor of the test said it does not work. How then can they even give stats Tweet your reply Q |,Frank Bennetts @FrankBennetts- . 29m Unfortunately I don't know that. I choose to question all versions and read and ask about all opinions. For me personally,I feel 1. The virus has not even been isolated (show me one under a microscope that was not grown in a petri dish) 2. The vax contains no virus 3 1 17 Frank Bennetts  @,2021-07-24 8:33:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
